INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
55846,ECHANOVA,ECHANOVA,エチャノバ,2,0,29,Brazil,R,74,176,5,5,5,A,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,RB,60,67,72,72,70,66,71,71,58,57,59,70,50,78,77,70,75,73,79,71,83,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4366,26,0,0,0,1,1,1,1,0,0,HARMANUCI,5,
55847,ESCRIVA,ESCRIVA,エスクリヴァ,2,0,29,Brazil,L,77,176,5,4,4,A,52,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,LB,67,65,64,76,65,66,73,72,65,59,62,74,50,68,80,76,78,72,82,77,73,70,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,Default,0,131,0,4427,28,0,0,0,1,1,1,1,0,0,HARMANUCI,13,
55848,UBAGO,UBAGO,ウバゴ,2,0,26,Brazil,R,73,178,5,5,5,A,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,RB,65,72,70,73,67,74,69,75,59,62,65,72,50,75,80,78,83,75,85,77,82,75,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4538,21,0,0,0,1,1,1,1,0,0,HARMANUCI,6,
55849,ANSOLA,ANSOLA,アンソラ,2,0,24,Brazil,L,71,175,4,4,3,A,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,LB,67,62,67,69,74,69,75,75,65,57,61,72,50,66,77,68,74,73,81,78,77,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4511,22,0,0,0,1,1,1,1,0,0,HARMANUCI,3,
55850,ALCAIDE,ALCAIDE,アルカイデ,2,0,25,Brazil,R,67,168,5,5,5,A,3,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,RB,65,60,67,75,81,67,77,72,67,73,73,77,50,71,80,76,81,68,83,72,74,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4511,25,0,0,0,1,1,1,1,0,0,HARMANUCI,21,
55851,ARIZMENDI,ARIZMENDI,アリスメンディ,2,0,23,Brazil,R,67,172,5,5,5,A,4,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,AMF,68,54,63,79,77,76,73,76,71,75,76,79,50,76,80,78,75,71,79,79,69,68,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4527,18,0,0,0,1,1,1,1,0,0,HARMANUCI,20,
55852,RIPOLL,RIPOLL,リポル,2,0,27,Brazil,L,65,164,4,4,4,A,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,AMF,71,37,63,78,80,68,75,71,72,65,66,79,50,71,78,75,73,65,74,70,69,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4420,18,0,0,0,1,1,1,1,0,0,HARMANUCI,22,
55853,LANDA,LANDA,ランダ,2,0,24,Brazil,R,73,182,4,5,5,A,48,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,RWF,74,38,72,81,74,70,72,69,73,58,61,81,50,72,78,78,83,77,75,76,83,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4394,21,0,0,0,1,1,1,1,0,0,HARMANUCI,9,
55854,YUBERO,YUBERO,ユベーロ,2,0,22,Brazil,R,72,176,4,5,5,A,200,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,CF,70,34,68,76,72,69,74,73,72,72,74,77,50,74,78,77,79,73,76,75,75,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4516,20,0,0,0,1,1,1,1,0,0,HARMANUCI,16,
55855,MONTEAGUDO,MONTEAGUDO,モンテアグード,2,0,29,Brazil,R,85,187,5,4,4,A,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,34,76,38,51,49,52,61,62,39,41,42,52,80,84,67,49,66,83,57,77,75,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4539,20,0,0,0,1,1,1,4,0,0,HARMANUCI,1,
55856,MINAMBRES,MINAMBRES,ミニャンブレス,2,0,28,Brazil,R,78,181,5,4,4,A,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,29,76,44,51,53,57,55,60,43,41,46,52,79,80,75,54,71,79,59,79,78,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4538,18,0,0,0,1,1,1,1,0,0,HARMANUCI,12,
55857,MYERS,MYERS,ミエルス,2,0,25,Brazil,R,75,180,5,5,5,A,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CB,50,70,73,67,65,65,64,64,52,57,53,67,50,73,72,65,77,81,73,73,74,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4512,22,0,0,0,1,1,1,1,0,0,HARMANUCI,2,
55858,MACHON,MACHON,マチョン,2,0,18,Brazil,R,74,185,3,5,5,A,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CB,50,67,74,70,71,66,71,72,56,58,54,71,50,75,71,72,73,78,74,73,77,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4528,21,0,0,0,1,1,1,1,0,0,HARMANUCI,24,
55859,BERMEJO,BERMEJO,ベルメホ,2,0,22,Brazil,R,73,175,4,5,5,A,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,RB,65,56,64,76,70,67,72,74,62,62,65,74,50,71,78,76,79,70,81,75,76,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,Default,0,131,0,4528,23,0,0,0,1,1,1,1,0,0,HARMANUCI,14,
55860,BELLIDO,BELLIDO,ベジード,2,0,20,Brazil,R,68,175,4,5,5,A,148,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CMF,59,63,70,73,71,70,66,66,67,61,62,76,50,77,75,71,76,71,76,77,74,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4511,18,0,0,0,1,1,1,1,0,0,HARMANUCI,18,
55861,PEYRO,PEYRO,ペイロ,2,0,31,Brazil,R,77,179,4,5,5,A,211,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,RMF,72,49,59,81,75,70,74,74,70,68,72,81,50,70,81,80,80,76,81,77,70,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4527,27,0,0,0,1,1,1,1,0,0,HARMANUCI,8,
55862,FLORO,FLORO,フローロ,2,0,27,Brazil,L,71,173,5,4,4,A,13,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,LMF,67,60,67,76,71,68,74,75,68,72,69,75,50,70,79,75,76,69,82,74,75,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4487,26,0,0,0,1,1,1,1,0,0,HARMANUCI,15,
55863,PULIDO,PULIDO,プリード,2,0,27,Argentina,R,77,178,4,6,5,B,53,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,AMF,73,34,59,81,83,79,82,81,73,78,79,84,50,75,77,81,80,73,74,77,67,65,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Default,0,131,0,4487,28,0,0,0,1,10,1,1,0,0,HARMANUCI,10,
55864,BUADES,BUADES,ブアデス,2,0,28,Brazil,L,72,174,4,4,4,A,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,SS,69,37,64,77,74,74,75,76,72,68,72,75,50,76,82,77,78,70,75,80,73,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4366,20,0,0,0,1,1,1,1,0,0,HARMANUCI,11,
55865,VILOCA,VILOCA,ビロカ,2,0,22,Brazil,R,62,170,3,5,5,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SS,66,34,62,77,71,65,68,66,69,59,59,76,50,73,83,77,75,67,75,70,75,63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4366,26,0,0,0,1,1,1,1,0,0,HARMANUCI,17,
55866,VALERIO,VALERIO,バレリオ,2,0,18,Ecuador,R,71,175,3,5,5,A,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CF,65,32,68,74,67,63,66,62,70,60,61,77,50,72,77,73,77,69,74,73,81,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4540,24,0,0,0,1,1,1,1,0,0,HARMANUCI,7,
55867,BALCAZAR,BALCAZAR,バルカザール,2,0,19,Argentina,R,76,177,3,5,5,A,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,54,64,68,67,68,67,66,69,58,59,59,69,50,74,73,68,73,76,75,75,75,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4366,19,0,0,0,1,1,1,1,0,0,HARMANUCI,19,
55868,PARRI,PARRI,パーリ,2,0,19,Brazil,R,75,176,3,5,5,A,80,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,SS,63,59,65,76,71,68,71,68,71,62,63,76,50,76,75,77,77,74,76,73,74,63,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4532,26,0,0,0,1,1,1,1,0,0,HARMANUCI,23,
55869,DOBLAS,DOBLAS,ドブラス,2,0,36,Chile,L,70,176,5,4,4,B,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,29,77,39,51,51,55,63,67,39,39,39,51,78,80,69,52,69,82,61,83,79,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4538,18,0,0,0,1,1,1,3,0,0,FOVRAGIZUM,23,
55870,SURINACH,SURINACH,スリニャック,2,0,34,Uruguay,R,73,177,4,5,5,A,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,CB,54,72,69,64,61,67,65,64,53,45,41,66,50,75,75,70,74,75,80,70,80,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4373,0,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,5,
55871,LLADO,LLADO,ジャド,2,0,29,Chile,L,85,191,5,4,4,A,90,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CB,52,72,74,67,65,65,70,74,52,53,50,67,50,69,68,68,78,83,74,75,74,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4451,25,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,2,
55872,CIGANER,CIGANER,シガネル,2,0,32,Chile,R,72,176,5,5,5,A,80,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,RB,62,67,72,72,69,67,71,71,64,60,62,72,50,72,75,75,76,73,79,73,76,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4340,0,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,4,
55873,SAUCEDO,SAUCEDO,サウセド,2,0,29,Chile,L,67,168,4,4,4,A,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,62,64,68,70,64,65,70,74,57,61,65,68,50,74,75,73,78,68,75,71,74,67,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,Default,0,131,0,4394,18,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,19,
55874,CORRETJA,CORRETJA,コレチャ,2,0,24,Chile,R,78,177,5,5,5,A,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,62,65,63,73,77,71,72,69,64,56,57,77,50,75,73,70,74,75,76,75,71,64,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4487,18,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,13,
55875,GRIGNON,GRIGNON,グリニョン,2,0,21,Chile,R,73,179,4,5,5,A,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,DMF,62,66,68,72,68,69,66,68,61,60,62,73,50,77,75,76,81,76,83,73,76,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,6,1,Default,0,131,0,4212,28,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,21,
55876,GUILLEN,GUILLEN,ギジェン,2,0,24,Argentina,R,75,180,4,5,5,A,42,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,DMF,65,65,67,81,72,72,73,71,67,61,68,81,50,72,72,75,78,76,76,75,78,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4487,23,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,15,
55877,GALBO,GALBO,ガルボ,2,0,27,Argentina,R,66,169,5,5,5,A,47,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,AMF,72,39,63,82,88,74,81,73,68,69,71,84,50,63,78,76,78,74,74,75,74,63,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4451,0,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,10,
55878,CASADO,CASADO,カサド,2,0,24,Chile,R,65,170,4,5,5,A,112,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,RMF,75,40,67,80,72,67,72,75,73,71,71,77,50,75,84,85,86,75,77,80,83,63,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,5,1,Default,0,131,0,4441,18,0,0,0,2,1,1,1,0,0,FOVRAGIZUM,8,
55879,ORTIZ,ORTIZ,オルティス,2,0,26,Argentina,R,76,175,4,5,5,A,37,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,RMF,72,42,67,77,72,68,73,73,74,67,70,77,50,74,79,80,80,74,75,76,77,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4324,21,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,11,
55880,ELIA,ELIA,エリア,2,0,22,Chile,R,85,184,3,4,4,A,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,29,72,46,51,54,53,54,59,44,43,44,54,75,83,63,53,66,81,55,75,76,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4503,19,0,0,0,1,1,1,3,0,0,FOVRAGIZUM,1,
55881,IRAIZOZ,IRAIZOZ,イライソス,2,0,25,Chile,R,88,189,4,4,4,A,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,29,72,44,54,55,51,54,62,42,42,40,52,76,77,62,55,64,82,57,77,71,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4386,28,0,0,0,1,1,1,4,0,0,FOVRAGIZUM,12,
55882,ANGULO,ANGULO,アングロ,2,0,24,Chile,R,84,184,4,5,6,A,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,50,68,76,64,67,65,63,66,57,58,55,67,50,70,70,63,76,83,72,78,79,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,Default,0,131,0,4320,19,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,3,
55883,ARREGI,ARREGI,アレヒ,2,0,20,Chile,R,69,178,4,5,5,A,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CB,49,68,73,67,68,66,71,70,53,54,57,66,50,77,75,71,80,75,77,72,80,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4512,20,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,16,
55884,ALZAMORA,ALZAMORA,アルサモラ,2,0,24,Chile,R,80,184,4,5,5,A,47,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,RB,62,62,69,71,74,72,75,75,65,64,62,74,50,72,72,68,77,78,74,79,71,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4437,18,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,20,
55885,LOMBARDERO,LOMBARDERO,ロンバルデーロ,2,0,26,Chile,L,77,183,4,4,3,A,74,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,LB,67,65,68,73,65,66,70,74,62,65,68,72,50,70,75,76,83,80,77,81,77,65,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4534,22,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,6,
55886,ROMAY,ROMAY,ロメイ,2,0,19,Chile,R,76,176,4,5,5,A,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,65,63,67,73,73,69,73,69,64,62,63,75,50,71,74,72,74,73,76,74,73,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4539,19,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,14,
55887,LARREGLA,LARREGLA,ラレグラ,2,0,20,Chile,R,68,175,4,5,5,A,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,DMF,58,65,69,69,70,66,67,68,58,59,61,69,50,75,74,72,75,73,76,73,75,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4512,18,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,25,
55888,MONTES,MONTES,モンテス,2,0,19,Chile,L,63,166,4,4,3,A,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,AMF,65,43,62,79,73,67,77,67,69,72,72,79,50,72,85,74,75,66,72,77,69,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4451,22,0,0,0,2,1,1,1,0,0,FOVRAGIZUM,22,
55889,MUSTAFA,MUSTAFA,ムスタファ,2,0,31,Chile,R,71,173,4,5,5,B,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SS,70,42,66,74,66,65,66,65,65,59,63,74,50,69,83,80,82,73,79,71,72,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4340,25,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,7,
55890,MANRIQUE,MANRIQUE,マンリケ,2,0,26,Argentina,R,78,175,4,5,5,A,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,75,31,64,74,67,65,65,66,76,59,59,73,50,80,82,78,76,70,73,74,75,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,Default,0,131,0,4441,0,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,9,
55891,MASSANA,MASSANA,マサーナ,2,0,34,Chile,R,77,177,5,6,6,A,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,73,29,77,76,68,68,69,70,77,59,59,74,50,82,76,75,77,76,73,76,76,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,Default,0,131,0,4340,18,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,17,
55892,BOLLAIN,BOLLAIN,ボリャン,2,0,22,Chile,L,77,177,3,4,4,A,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,51,65,71,68,67,65,66,69,54,54,57,67,50,79,80,68,83,74,74,72,80,65,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4487,27,0,0,0,1,1,1,1,0,0,FOVRAGIZUM,24,
